id,titulo
23652,5.4.2.12. Paro registrado por nivel estudios terminados (1997-2004)
23688,5.4.2.13. Paro registrado por grupos de ocupación solicitada (1997-2004)
23691,5.4.2.14. Paro registrado por secciones de actividad (1997-2004)
37061,5.4.3.1. Trabajadores eventuales agrarios subsidiados (TEAS) por sexo
26166,5.4.4.1. Demandantes no ocupados
100946,5.4.5.1. Tasa municipal de desempleo según sexo. Media anual
117866,5.4.5.2. Paro registrado de larga duración
46118,5.5.1.1. Número de pensiones y pensión media según grupos de edad y sexo
46119,5.5.1.2. Número de pensiones y pensión media por clase de pensión
46120,5.5.1.3. Número de pensiones de jubilación y pensión media por sexo
46121,5.5.1.4. Número de pensionistas y pensión media según grupos de edad y sexo
46122,5.5.1.5. Número de pensionistas con pensiones de jubilación y pensión media por sexo
46123,5.5.1.6. Número de pensionistas según tramo de ingresos percibidos en pensiones
31777,5.5.2.1. Pensiones no contributivas de la Seguridad Social
31771,5.5.2.2. Importe de pensiones no contributivas de la Seguridad Social
1340,6.1.1.1. Presupuesto liquidado de ingresos por capítulos
1341,6.1.1.2. Presupuesto liquidado de gastos por capítulos
1342,6.1.1.3. Superávit o déficit del presupuesto corriente
1343,6.1.1.4. Ingresos y gastos por habitante
1344,6.1.1.5. Ingresos fiscales por habitante
1345,6.1.1.6. Carga financiera
1346,6.1.1.7. Ahorro bruto y Ahorro neto
110837,6.2.1. Número titulares catastrales según naturaleza del bien
115091,6.2.2. Número de piscinas por tipo
110869,6.2.3.1. Principales variables del catastro urbano
2513,6.2.3.2. Número de bienes inmuebles y valor catastral por uso
2590,6.2.3.3. Número de parcelas urbanas y superficie total según tipo de parcela
20943,6.2.3.4. Número de parcelas urbanas edificadas por propiedad
110748,6.2.3.5. Número de parcelas urbanas edificadas según tramo de superficie
2670,6.2.3.6. Número de parcelas urbanas sin edificar según tramo de superficie
45940,6.2.3.7. Bienes inmuebles por antigüedad de las construcciones
23850,6.2.3.8. Bienes inmuebles según calidad constructiva
110860,6.2.4.1. Principales variables del catastro rústico
2517,6.2.5.1. I.B.I. de naturaleza urbana
2573,6.2.5.2. I.B.I. de naturaleza rústica
24078,6.3.1. IAE: Actividades empresariales por divisiones
24080,6.3.2. IAE: Actividades profesionales por divisiones
24082,6.3.3. IAE: Actividades artísticas por agrupaciones
105703,6.4.1.1. Número de declaraciones
105702,6.4.1.2. Resumen de datos económicos y tributarios del IRPF
105037,6.4.1.3. Renta bruta y renta disponible (municipios de más de 1.000 hab)
117343,6.4.2.1. Indicadores de renta media y mediana
117314,6.4.2.2. Renta bruta media por persona según fuente de ingresos
117495,6.4.2.3. Indicadores demograficos
